model,trial,knn10,nn1,cov,margin,pre
2,shapenet482,0.6191883662066267,0.47644254814242804,0.0,0.2154322862625122,0.1997835636138916
2,shapenet518,0.6108329321168025,0.4299117182486601,0.0,0.1922232508659362,0.0327659845352172
2,shapenet529,0.34640075367038026,0.20596421207050375,0.0,0.06650310754776,-0.0335785150527954
2,shapenet535,0.4035476881380703,0.30015689190667394,0.0,0.0010941326618194,-0.0375724732875824
2,shapenet580,0.5810106895198321,0.43000948248373444,0.0,0.1718842983245849,0.0883298516273498
2,shapenet592,0.4204015714046142,0.21388921210696588,0.34657359027997264,0.2533289790153503,0.1592598855495453
2,shapenet608,0.5042771031440187,0.43739144278577347,0.0,0.0480918288230896,0.1172828674316406
2,shapenet616,0.5887053060309632,0.5018699672156113,0.0,0.1586479544639587,0.144422709941864
2,shapenet666,0.38347296471904824,0.28304047971524204,0.0,0.1994072794914245,0.120289921760559
2,shapenet683,0.48925712118042,0.43422546700125964,0.0,0.029896467924118,0.0489208102226257
2,shapenet686,0.3918973535662975,0.25392519054320184,0.0,0.1627422571182251,0.064503788948059
2,shapenet697,0.5810106895198321,0.43000948248373444,0.0,0.3083586320281029,0.0468218922615051
2,shapenet732,0.16163770397006988,0.07771008841469107,1.1512925464970227,0.0391662716865539,0.0310443639755249
2,shapenet740,0.5921795402935823,0.506035601330479,0.0,0.3089670240879059,0.1906965374946594
2,shapenet759,0.43217723227542376,0.26603230040197456,0.0,0.0616779327392578,-0.0092963576316833
2,shapenet782,0.3518044692552824,0.2573438734672349,0.0,0.1681200563907623,0.0130805373191833
2,shapenet808,0.21199397406161674,0.12402162834036312,0.34657359027997264,-0.009617656469345,0.0088021755218505
2,shapenet820,0.47070319627265755,0.36952075486242936,0.0,0.2515066266059875,0.1661158204078674
2,shapenet840,0.589661074152593,0.3639658101872062,0.0,0.1734780371189117,0.0693280100822448
2,shapenet846,0.3388745402925146,0.15156784472892093,0.0,0.3022952526807785,0.102748155593872
2,shapenet867,0.5830515060706829,0.3834106684811329,0.0,0.345150351524353,0.2905645370483398
2,shapenet877,0.2736976030197167,0.18644429772061588,0.34657359027997264,0.1705943346023559,0.0178351402282714
2,shapenet906,0.43217723227542376,0.26603230040197456,0.0,0.0991973876953125,0.0447152853012084
2,shapenet918,0.589661074152593,0.3639658101872062,0.0,0.1012955904006958,-0.0076104998588562
2,shapenet942,0.5921795402935823,0.506035601330479,0.0,0.196007490158081,0.1604292690753936
2,shapenet943,0.2736976030197167,0.18644429772061588,0.34657359027997264,0.0486139059066772,-0.0192859172821044
2,shapenet966,0.5830515060706829,0.3834106684811329,0.0,0.1486145406961441,0.0886536538600921
